Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
F8VUA2;F8VVT7;Q9HD42;F5H875	F8VUA2;F8VVT7;Q9HD42;F5H875	2;2;2;1	2;2;2;1	2;2;2;1	Charged multivesicular body protein 1a	CHMP1A	4	2	2	2
F8VUA7;F8VQX7;Q9BZF1-3;Q9BZF1-2;Q9BZF1;F8VVD3;F8VVE7;F8VZ43	F8VUA7;F8VQX7;Q9BZF1-3;Q9BZF1-2;Q9BZF1	3;2;2;2;2;1;1;1	3;2;2;2;2;1;1;1	3;2;2;2;2;1;1;1	Oxysterol-binding protein;Oxysterol-binding protein-related protein 8	OSBPL8	8	3	3	3
F8VUY8;Q96QD8	F8VUY8;Q96QD8	1;1	1;1	1;1	Sodium-coupled neutral amino acid transporter 2	SLC38A2	2	1	1	1
F8VV59;B7Z9C2;F8W118;P55209-3;F8VRJ2	F8VV59;B7Z9C2;F8W118;P55209-3;F8VRJ2	18;17;15;15;12	2;2;2;2;2	2;2;2;2;2	Nucleosome assembly protein 1-like 1	NAP1L1	5	18	2	2
F8VVA7;P61923;P61923-4;P61923-5;F8VXB1;F8VUC5;F8W156;F8W651;F8VYZ4;F8VXR1;P61923-3;F8VYK5;P61923-2;F8VYE0	F8VVA7;P61923;P61923-4;P61923-5;F8VXB1;F8VUC5;F8W156;F8W651;F8VYZ4;F8VXR1;P61923-3	8;8;7;6;5;5;5;5;5;4;4;3;3;1	8;8;7;6;5;5;5;5;5;4;4;3;3;1	8;8;7;6;5;5;5;5;5;4;4;3;3;1	Coatomer subunit zeta-1	COPZ1	14	8	8	8
F8VVB8;G8JLP4;Q9Y4F3-3;Q9Y4F3-4;Q9Y4F3-5;Q9Y4F3;F8VRS5;Q9Y4F3-6	F8VVB8;G8JLP4;Q9Y4F3-3;Q9Y4F3-4;Q9Y4F3-5;Q9Y4F3;F8VRS5;Q9Y4F3-6	3;3;3;3;3;3;2;2	3;3;3;3;3;3;2;2	3;3;3;3;3;3;2;2	Meiosis arrest female protein 1	KIAA0430	8	3	3	3
F8VVM2;Q00325-2;Q00325;F8VZL5;F8VWR4;F8VWQ0	F8VVM2;Q00325-2;Q00325	5;5;5;2;2;2	5;5;5;2;2;2	5;5;5;2;2;2	Phosphate carrier protein, mitochondrial	SLC25A3	6	5	5	5
J3KNM6;F8VVT9;Q99490-2;Q99490;H0YHB1	J3KNM6;F8VVT9;Q99490-2;Q99490	3;3;3;3;1	3;3;3;3;1	3;3;3;3;1	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2	AGAP2	5	3	3	3
F8VWT9;J3KPF0;Q9Y4D8-2;Q9Y4D8-4;Q9Y4D8;Q9Y4D8-5;Q9Y4D8-3	F8VWT9;J3KPF0;Q9Y4D8-2;Q9Y4D8-4;Q9Y4D8;Q9Y4D8-5	4;4;3;3;3;2;1	4;4;3;3;3;2;1	4;4;3;3;3;2;1	Probable E3 ubiquitin-protein ligase HECTD4	HECTD4	7	4	4	4
H0YIQ8;F8VXI8;F8VX10;Q9H9L4;H0YID1;F8VUX5;H0YHR2;F8VP38;F8VRX7	H0YIQ8;F8VXI8;F8VX10;Q9H9L4	7;7;7;7;3;3;2;1;1	7;7;7;7;3;3;2;1;1	3;3;3;3;0;0;2;0;0	KAT8 regulatory NSL complex subunit 2	KANSL2	9	7	7	3
F8VXG7;Q99590-2;Q99590;A0A0A0MTP7;A0A087WTB7	F8VXG7;Q99590-2;Q99590	5;5;5;2;1	5;5;5;2;1	5;5;5;2;1	Protein SCAF11	SCAF11	5	5	5	5
F8VXU5;Q9UBQ0-2	F8VXU5;Q9UBQ0-2	16;16	1;1	1;1	Vacuolar protein sorting-associated protein 29	VPS29	2	16	1	1
F8VYE8;P36873;P36873-2;F8W0W8;F8VR82;A0A087WYY5;F8W1A0;F8WE71	F8VYE8;P36873;P36873-2;F8W0W8;F8VR82	17;17;17;16;15;5;2;1	3;3;3;2;3;3;0;0	3;3;3;2;3;3;0;0	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	PPP1CC	8	17	3	3
F8W038;Q8IXM2-2;Q8IXM2;Q8IXM2-3;F8W1H0;H0YIS7	F8W038;Q8IXM2-2;Q8IXM2;Q8IXM2-3;F8W1H0;H0YIS7	5;5;5;5;4;4	5;5;5;5;4;4	5;5;5;5;4;4	Chromatin complexes subunit BAP18	C17orf49;BAP18;RNASEK-C17orf49	6	5	5	5
F8W126;Q96EZ8-3;Q96EZ8;Q96EZ8-2;F8W0I9;F8VVA6;F8VP44;Q96EZ8-4	F8W126;Q96EZ8-3;Q96EZ8;Q96EZ8-2;F8W0I9;F8VVA6;F8VP44	6;5;5;5;3;3;3;2	6;5;5;5;3;3;3;2	6;5;5;5;3;3;3;2	Microspherule protein 1	MCRS1	8	6	6	6
F8W1I5;P14649	F8W1I5;P14649	6;6	3;3	3;3	Myosin light chain 6B	MYL6B	2	6	3	3
F8W543	F8W543	16	1	1	NA	NAP1L1	1	16	1	1
F8W689;P48382-2;P48382;H0Y4B4	F8W689;P48382-2;P48382	5;5;5;2	5;5;5;2	5;5;5;2	DNA-binding protein RFX5	RFX5	4	5	5	5
F8W6N3;Q92560;C9J7L9;H0Y8E8	F8W6N3;Q92560	6;6;2;1	6;6;2;1	6;6;2;1	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase BAP1	BAP1	4	6	6	6
F8W7U3;Q641Q2;Q641Q2-2;E7ESD2;A0A087WYF6;B1AP61	F8W7U3;Q641Q2;Q641Q2-2;E7ESD2;A0A087WYF6	26;26;25;24;22;4	5;5;5;4;5;1	5;5;5;4;5;1	WASH complex subunit FAM21A	FAM21A	6	26	5	5
F8W7U8;P49959;P49959-3;P49959-2;F5GXT0;F5H742;F5H256	F8W7U8;P49959;P49959-3;P49959-2	19;19;19;17;5;2;2	19;19;19;17;5;2;2	19;19;19;17;5;2;2	Double-strand break repair protein MRE11A	MRE11A	7	19	19	19
F8W8D3;Q14493;H0YAE8;E7EUV9;H7C4H8;Q14493-2	F8W8D3;Q14493;H0YAE8;E7EUV9	5;5;4;4;2;2	5;5;4;4;2;2	5;5;4;4;2;2	Histone RNA hairpin-binding protein	SLBP	6	5	5	5
P10242-4;F8W8G5;P10242;P10242-7;P10242-2;P10242-8;P10242-9;P10242-10;P10242-11;A0A087WTI6;Q708E1;E9PPL8;E9PLN0;E9PQQ2;E9PJF1;E9PMQ0;Q708E3;E9PKZ3;A0A0C4DG19;E9PNH6;E9PN92;E9PIW4;E9PN43;E9PJ96;E9PJT2;Q708E6;P10242-12;P10242-3;P10242-5;E9PMZ0	P10242-4;F8W8G5;P10242;P10242-7;P10242-2;P10242-8;P10242-9;P10242-10;P10242-11;A0A087WTI6;Q708E1;E9PPL8;E9PLN0;E9PQQ2;E9PJF1;E9PMQ0;Q708E3;E9PKZ3;A0A0C4DG19;E9PNH6;E9PN92;E9PIW4;E9PN43;E9PJ96;E9PJT2;Q708E6;P10242-12;P10242-3;P10242-5;E9PMZ0	2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	Transcriptional activator Myb	MYB;c-myb	30	2	2	1
Q5SR50;F8W9P4;O00329;O00329-2	Q5SR50;F8W9P4;O00329	3;3;3;1	3;3;3;1	3;3;3;1	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	PIK3CD	4	3	3	3
F8WA11;Q7Z460-2;Q7Z460-4;Q7Z460-5;Q7Z460-3;Q7Z460;H0Y5T1	F8WA11;Q7Z460-2;Q7Z460-4;Q7Z460-5;Q7Z460-3;Q7Z460;H0Y5T1	11;11;11;11;11;11;9	7;7;7;7;7;7;5	7;7;7;7;7;7;5	CLIP-associating protein 1	CLASP1	7	11	7	7
F8WAE5;Q9BY44-3;Q9BY44;Q9BY44-4;C9IZE1;Q9BY44-2;H7C5R5;H7C5Q3;F8WF18;F8WAT3	F8WAE5;Q9BY44-3;Q9BY44;Q9BY44-4;C9IZE1	26;26;26;20;13;12;10;7;3;3	26;26;26;20;13;12;10;7;3;3	26;26;26;20;13;12;10;7;3;3	Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed	EIF2A	10	26	26	26
F8WBJ6;Q9NRX1	F8WBJ6;Q9NRX1	5;5	5;5	5;5	RNA-binding protein PNO1	PNO1	2	5	5	5
F8WC89	F8WC89	1	1	1	NA	SAC3D1	1	1	1	1
J3QRU4;F8WCA0;L7N2F9;P63027;K7ENK9;K7EKX0;F5GZV7;P23763-2;P23763-3;P23763	J3QRU4;F8WCA0;L7N2F9;P63027;K7ENK9;K7EKX0	8;8;8;8;5;5;2;2;2;2	8;8;8;8;5;5;2;2;2;2	3;3;3;3;0;0;0;0;0;0	Vesicle-associated membrane protein 2	VAMP2;VAMP3	10	8	8	3
F8WDV0;Q9UI26;Q9UI26-2;D6RJB1;D6RCN7;H0Y8M5	F8WDV0;Q9UI26;Q9UI26-2;D6RJB1;D6RCN7	4;4;4;3;2;1	4;4;4;3;2;1	4;4;4;3;2;1	Importin-11	IPO11	6	4	4	4
F8WE88;A0A087WY00;F8W6H6;Q9Y4I1-2;Q9Y4I1;G3V394;Q9Y4I1-3;Q9UES5;O95317;E7ERV5	F8WE88;A0A087WY00;F8W6H6;Q9Y4I1-2;Q9Y4I1;G3V394;Q9Y4I1-3	13;12;12;12;12;11;11;5;5;4	13;12;12;12;12;11;11;5;5;4	13;12;12;12;12;11;11;5;5;4	Unconventional myosin-Va	MYO5A	10	13	13	13
F8WFA5;Q96JC9	F8WFA5;Q96JC9	1;1	1;1	1;1	ELL-associated factor 1	EAF1	2	1	1	1
G1UD79;Q7Z309;Q7Z309-2;Q7Z309-3;Q7Z309-4;Q7Z309-5	G1UD79;Q7Z309;Q7Z309-2;Q7Z309-3;Q7Z309-4	5;5;5;5;4;2	5;5;5;5;4;2	5;5;5;5;4;2	Protein FAM122B	SPACIA2;FAM122B	6	5	5	5
G3V167;Q9UGN5-2;Q9UGN5;H0YH02	G3V167;Q9UGN5-2;Q9UGN5;H0YH02	2;2;2;1	2;2;2;1	2;2;2;1	Poly [ADP-ribose] polymerase 2	PARP2	4	2	2	2
P57764;G3V1A6;E9PIB2	P57764;G3V1A6	3;3;1	3;3;1	3;3;1	Gasdermin-D	GSDMD	3	3	3	3
G3V1P5;Q96RN5-3;Q96RN5-2;Q96RN5;C9JM58;C9JLN7;C9JZV5;C9JGN2;C9J1I1;F8WDM6;F2Z2B7;H7C308;C9JWK5;C9JJ12;C9JCQ3	G3V1P5;Q96RN5-3;Q96RN5-2;Q96RN5	7;7;7;7;3;3;3;3;3;2;2;2;1;1;1	7;7;7;7;3;3;3;3;3;2;2;2;1;1;1	7;7;7;7;3;3;3;3;3;2;2;2;1;1;1	Mediator of RNA polymerase II transcription subunit 15	MED15	15	7	7	7
G3V1V4;Q8WW33	G3V1V4;Q8WW33	4;4	4;4	4;4	Gametocyte-specific factor 1	GTSF1	2	4	4	4
G3V2C9;P59768	G3V2C9;P59768	1;1	1;1	1;1	Guanine nucleotide-binding protein subunit gamma;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	2	1	1	1
G3V325;O75127;C9JQN9;C9JGL8	G3V325;O75127	4;3;1;1	4;3;1;1	3;3;1;1	Pentatricopeptide repeat-containing protein 1, mitochondrial	ATP5J2-PTCD1;PTCD1	4	4	4	3
G3V368;G3V4I5;Q9P0R6	G3V368;G3V4I5;Q9P0R6	1;1;1	1;1;1	1;1;1	GSK3-beta interaction protein	GSKIP	3	1	1	1
G3V3G9;Q5TAQ9;V9GY54;Q5TAQ9-2;Q5TAQ8;V9GY98;A6NGE4	G3V3G9;Q5TAQ9;V9GY54	14;14;10;5;4;2;1	14;14;10;5;4;2;1	13;13;9;4;3;2;0	DDB1- and CUL4-associated factor 8	DCAF8	7	14	14	13
G3V3Z8;P49757-9;P49757-4;P49757-2;P49757-3;P49757	G3V3Z8;P49757-9;P49757-4;P49757-2;P49757-3;P49757	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	Protein numb homolog	NUMB	6	1	1	1
G3V4B8;Q96FK6	G3V4B8;Q96FK6	1;1	1;1	1;1	WD repeat-containing protein 89	WDR89	2	1	1	1
G3V4I0;O75356	G3V4I0;O75356	2;2	2;2	1;1	Ectonucleoside triphosphate diphosphohydrolase 5	ENTPD5	2	2	2	1
G3V4K3;Q9H9C1;Q9H9C1-2;G3V549	G3V4K3;Q9H9C1;Q9H9C1-2	12;12;11;1	12;12;11;1	12;12;11;1	Spermatogenesis-defective protein 39 homolog	VIPAS39	4	12	12	12
G3V529;Q9GZR7;Q9GZR7-2;F5GYL3;A0A1W2PRR2;A0A087WXU8	G3V529;Q9GZR7;Q9GZR7-2;F5GYL3;A0A1W2PRR2;A0A087WXU8	31;31;25;23;20;18	31;31;25;23;20;18	31;31;25;23;20;18	ATP-dependent RNA helicase DDX24	DDX24	6	31	31	31
G3V541;Q9H6D7;H0YIZ6;G3V5A5;Q9H6D7-3;Q9H6D7-4;H0YJ09;G3V5Z2;G3V4X7;G3V2T6	G3V541;Q9H6D7;H0YIZ6;G3V5A5;Q9H6D7-3;Q9H6D7-4	3;3;2;2;2;2;1;1;1;1	3;3;2;2;2;2;1;1;1;1	3;3;2;2;2;2;1;1;1;1	HAUS augmin-like complex subunit 4	HAUS4	10	3	3	3
G3V5E1;O75909;O75909-4;O75909-1;G3V2Q3;O75909-2;G3V235	G3V5E1;O75909;O75909-4;O75909-1;G3V2Q3;O75909-2	5;5;5;4;3;3;2	5;5;5;4;3;3;2	5;5;5;4;3;3;2	Cyclin-K	CCNK	7	5	5	5
G3V5T9;P24941-2;P24941;E7ESI2;G3V317	G3V5T9;P24941-2;P24941;E7ESI2	13;13;13;10;2	11;11;11;8;1	11;11;11;8;1	Cyclin-dependent kinase 2	CDK2	5	13	11	11
G3XAC6;Q14498-2;Q14498;Q14498-3;A0A0U1RQH7;H0Y4X3;A0A0U1RQW2;Q5QP22;Q5QP23;F8WF24;F2Z2Z5;A0A087X122	G3XAC6;Q14498-2;Q14498;Q14498-3;A0A0U1RQH7;H0Y4X3	12;12;12;11;10;9;5;5;5;1;1;1	12;12;12;11;10;9;5;5;5;1;1;1	11;11;11;10;10;9;5;4;4;0;0;1	RNA-binding protein 39	RBM39	12	12	12	11
G3XAG1;Q96ME7-3;Q96ME7;Q96ME7-2	G3XAG1;Q96ME7-3;Q96ME7;Q96ME7-2	5;5;5;3	5;5;5;3	5;5;5;3	Zinc finger protein 512	ZNF512	4	5	5	5
G3XAH6;P51003;A0A0C4DGK1;P51003-2;G3V3I9;H0YJL4;G3V2A0;G3V457;H0YJ00	G3XAH6;P51003;A0A0C4DGK1;P51003-2	9;9;5;5;4;3;3;2;2	9;9;5;5;4;3;3;2;2	5;5;1;1;1;3;3;1;0	Poly(A) polymerase alpha	PAPOLA	9	9	9	5
P07942;G3XAI2;E7EPA6	P07942;G3XAI2	7;7;1	7;7;1	7;7;1	Laminin subunit beta-1	LAMB1	3	7	7	7
G3XAI9;Q5BKY9;Q8N9E0	G3XAI9;Q5BKY9;Q8N9E0	1;1;1	1;1;1	1;1;1	Protein FAM133B;Protein FAM133A	FAM133B;FAM133A	3	1	1	1
G3XAJ6;Q14699	G3XAJ6;Q14699	1;1	1;1	1;1	Raftlin	RFTN1	2	1	1	1
G3XAL9;P55011-3;P55011	G3XAL9;P55011-3;P55011	6;6;6	6;6;6	6;6;6	Solute carrier family 12 member 2	SLC12A2	3	6	6	6
G5E975;Q12824-2;Q12824;A0A0G2JRV3;C9JTA6;A0A0G2JSE9;A0A2R8Y5N5;B5MCL5;A0A2R8YEE8;A0A2R8YDN6;A0A0U1RQQ2;A0A0U1RRB8	G5E975;Q12824-2;Q12824;A0A0G2JRV3;C9JTA6;A0A0G2JSE9;A0A2R8Y5N5	10;10;10;8;7;5;5;3;3;2;2;2	10;10;10;8;7;5;5;3;3;2;2;2	10;10;10;8;7;5;5;3;3;2;2;2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	SMARCB1	12	10	10	10
G5E977;Q6XQN6;Q6XQN6-2;Q6XQN6-3;C9J8U2;A0A087WUT5;H0YDA6;H0YF31	G5E977;Q6XQN6;Q6XQN6-2;Q6XQN6-3;C9J8U2	8;8;8;7;6;3;1;1	8;8;8;7;6;3;1;1	8;8;8;7;6;3;1;1	Nicotinate phosphoribosyltransferase	NAPRT	8	8	8	8
G5E9A6;P51784;Q5JXD3	G5E9A6;P51784	37;36;3	37;36;3	35;34;3	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 11	USP11	3	37	37	35
G5E9C0;Q9HB58-2;Q9HB58-5;Q9HB58-3;Q9HB58-7;Q9HB58;Q9HB58-6;Q9HB58-4	G5E9C0;Q9HB58-2;Q9HB58-5;Q9HB58-3;Q9HB58-7;Q9HB58;Q9HB58-6	3;3;3;3;3;3;3;1	3;3;3;3;3;3;3;1	3;3;3;3;3;3;3;1	Sp110 nuclear body protein	SP110	8	3	3	3
G5E9G4;Q9ULT0;Q9ULT0-4;H7C055;Q9ULT0-3	G5E9G4;Q9ULT0;Q9ULT0-4;H7C055;Q9ULT0-3	2;2;2;1;1	2;2;2;1;1	2;2;2;1;1	Tetratricopeptide repeat protein 7A	TTC7A	5	2	2	2
Q9H0J9;G5E9U9;H7C4L8	Q9H0J9;G5E9U9;H7C4L8	2;2;1	2;2;1	2;2;1	Poly [ADP-ribose] polymerase 12	PARP12	3	2	2	2
G5E9W7;G5E9V5;P82650;H7C5H3;H7C5F2;P82650-2;H7C5L9;C9J5D8	G5E9W7;G5E9V5;P82650;H7C5H3	21;21;21;13;10;10;9;1	21;21;21;13;10;10;9;1	21;21;21;13;10;10;9;1	28S ribosomal protein S22, mitochondrial	MRPS22	8	21	21	21
G5E9V6;G5E9V7;C9JBY2;C9JAA7;H7C5B7	G5E9V6;G5E9V7;C9JBY2	8;5;4;3;2	1;1;0;0;1	0;0;0;0;0	NA	ARMC8	5	8	1	0
H0YAJ5;G5E9Y1;Q92870;Q92870-4;Q92870-2;Q92870-3;H0YA92;D6RGD4;D6RAJ4;D6RD19;H0Y9U9;D6RDY3;D6RB00;D6RB55	H0YAJ5;G5E9Y1;Q92870;Q92870-4;Q92870-2;Q92870-3	8;8;8;8;7;5;3;2;2;2;2;1;1;1	8;8;8;8;7;5;3;2;2;2;2;1;1;1	8;8;8;8;7;5;3;2;2;2;2;1;1;1	Amyloid beta A4 precursor protein-binding family B member 2	APBB2	14	8	8	8
G5EA30;Q92879-2;Q92879-3;Q92879-6;Q92879;Q92879-4;Q92879-5;E9PQK4;E9PSH0;E9PKU1;F5H4Y5;F5H0D8;E9PKA1	G5EA30;Q92879-2;Q92879-3;Q92879-6;Q92879;Q92879-4;Q92879-5;E9PQK4;E9PSH0;E9PKU1	7;7;7;7;7;7;6;5;5;5;3;3;2	5;5;5;5;5;5;4;4;4;4;2;2;2	5;5;5;5;5;5;4;4;4;4;2;2;2	CUGBP Elav-like family member 1	CELF1	13	7	5	5
G5EA31;P53992;P53992-2;A0A0U1RR49	G5EA31;P53992	22;22;7;2	21;21;7;2	20;20;7;2	Protein transport protein Sec24C	SEC24C	4	22	21	20
G5EA36;P30260;P30260-2;I3L328;I3L2Z8;I3L3H6;F6QPS0	G5EA36;P30260;P30260-2	8;8;8;3;1;1;1	8;8;8;3;1;1;1	8;8;8;3;1;1;1	Cell division cycle protein 27 homolog	CDC27	7	8	8	8
G8JLB3;Q9Y606-2;Q9Y606;F5H1S9;F5GXL3;F5H168;F5GY32;F8W9U5;F5H1B2	G8JLB3;Q9Y606-2;Q9Y606;F5H1S9	17;17;16;12;8;7;7;7;6	17;17;16;12;8;7;7;7;6	17;17;16;12;8;7;7;7;6	tRNA pseudouridine synthase;tRNA pseudouridine synthase A, mitochondrial	PUS1	9	17	17	17
P31943;G8JLB6;E9PCY7;D6RBM0;E5RGV0;H0YB39;E7EN40;D6RIU0;D6RIT2;D6R9T0;D6RFM3;D6RAM1;E7EQJ0;D6RDU3;D6RJ04;D6RIH9;D6RDL0;D6RF17;D6R9D3;H0YBD7;E5RGH4;H0YBG7;E5RJ94;H0YAQ2	P31943;G8JLB6;E9PCY7;D6RBM0;E5RGV0;H0YB39;E7EN40;D6RIU0;D6RIT2	22;22;21;15;14;12;12;11;11;10;10;10;10;10;10;10;7;7;6;6;6;5;4;3	22;22;21;15;14;12;12;11;11;10;10;10;10;10;10;10;7;7;6;6;6;5;4;3	12;12;11;9;8;3;7;9;10;9;9;9;9;9;9;9;7;7;6;2;2;2;4;2	Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed	HNRNPH1	24	22	22	12
G8JLD3;X6RLX0;Q8IUD2-2;Q8IUD2-3;Q8IUD2;X6RM00;Q8IUD2-4;Q8IUD2-5;K7EPP6;A0A0U1RQM4;K7EPD6;A0A0U1RQN0;K7EIZ7;A0A0U1RQD6;O15083	G8JLD3;X6RLX0;Q8IUD2-2;Q8IUD2-3;Q8IUD2;X6RM00;Q8IUD2-4;Q8IUD2-5	13;13;13;13;13;12;12;8;4;4;3;3;2;2;1	13;13;13;13;13;12;12;8;4;4;3;3;2;2;1	12;12;12;12;12;11;11;8;4;4;3;3;2;2;0	ELKS/Rab6-interacting/CAST family member 1	ERC1	15	13	13	12
G8JLQ3;P78537-2;P78537;F8W099;F8W606;A0A087WSV2;F8W036;F8VP73	G8JLQ3;P78537-2;P78537	4;4;4;1;1;1;1;1	4;4;4;1;1;1;1;1	4;4;4;1;1;1;1;1	Biogenesis of lysosome-related organelles complex 1 subunit 1	BLOC1S1	8	4	4	4
X6RLT1;H0UI80;Q8IXH7-4;Q8IXH7;Q8IXH7-3	X6RLT1;H0UI80;Q8IXH7-4;Q8IXH7	6;6;6;6;1	6;6;6;6;1	6;6;6;6;1	Negative elongation factor C/D	NELFCD;TH1L	5	6	6	6
H0Y2S9;H0Y7E2	H0Y2S9	8;3	8;3	4;1	NA	MPRIP	2	8	8	4
H0Y2V6;Q5SW79-2;Q5SW79-3;Q5SW79;H0Y4T4;E7EWM2;E7EMW0;Q96L14;E5RG47;E5RGW7	H0Y2V6;Q5SW79-2;Q5SW79-3;Q5SW79	16;16;16;16;6;5;5;4;3;2	16;16;16;16;6;5;5;4;3;2	16;16;16;16;6;5;5;4;3;2	Centrosomal protein of 170 kDa	CEP170	10	16	16	16
H0Y360;Q01433;Q01433-2;Q01433-5;Q01433-3;Q01433-4;H0YCL9;E9PJF6;E9PIJ1;H0YF16	H0Y360;Q01433;Q01433-2;Q01433-5;Q01433-3;Q01433-4	30;30;28;25;24;24;11;9;6;4	30;30;28;25;24;24;11;9;6;4	30;30;28;25;24;24;11;9;6;4	AMP deaminase 2	AMPD2	10	30	30	30
H0Y398;C9JQ48;E2QRF5;Q9H8U3	H0Y398;C9JQ48;E2QRF5;Q9H8U3	2;1;1;1	2;1;1;1	2;1;1;1	AN1-type zinc finger protein 3	ZFAND3	4	2	2	2
H0Y3V5;Q6YHU6-4;Q6YHU6-2;Q6YHU6-3;Q6YHU6	H0Y3V5;Q6YHU6-4;Q6YHU6-2;Q6YHU6-3;Q6YHU6	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Thyroid adenoma-associated protein	THADA	5	1	1	1
H0Y498;Q9BZQ6-2;Q9BZQ6	H0Y498;Q9BZQ6-2;Q9BZQ6	3;3;3	3;3;3	3;3;3	ER degradation-enhancing alpha-mannosidase-like protein 3	EDEM3	3	3	3	3
H0Y4R1;E7ETK5	H0Y4R1	51;23	1;0	1;0	NA	IMPDH2	2	51	1	1
H0Y4Z8;Q3YEC7;Q3YEC7-2;F2Z2T0;G3V154;Q3YEC7-4;Q3YEC7-5;Q3YEC7-6;Q3YEC7-3	H0Y4Z8;Q3YEC7;Q3YEC7-2;F2Z2T0	8;8;8;4;3;2;2;2;2	8;8;8;4;3;2;2;2;2	8;8;8;4;3;2;2;2;2	Rab-like protein 6	RABL6	9	8	8	8
H0Y5S9;H0Y682;P49674	H0Y5S9;H0Y682;P49674	4;4;4	4;4;4	4;4;4	Casein kinase I isoform epsilon	CSNK1E	3	4	4	4
H0Y6A0	H0Y6A0	9	1	1	NA	ARFGAP3	1	9	1	1
H7C4B0;H0Y6W0;O95985-3;O95985-2;O95985	H7C4B0;H0Y6W0;O95985-3;O95985-2;O95985	3;3;3;3;3	3;3;3;3;3	3;3;3;3;3	DNA topoisomerase;DNA topoisomerase 3-beta-1	TOP3B	5	3	3	3
P0DP25;P0DP24;P0DP23;H0Y7A7;F8WBR5;M0QZ52;G3V479;E7ETZ0;E7EMB3;G3V361;Q96HY3;C9J7T9;P27482;P02585	P0DP25;P0DP24;P0DP23;H0Y7A7;F8WBR5;M0QZ52;G3V479;E7ETZ0;E7EMB3	3;3;3;3;2;2;2;2;2;1;1;1;1;1	3;3;3;3;2;2;2;2;2;1;1;1;1;1	3;3;3;3;2;2;2;2;2;1;1;1;1;1	NA	CALM2;CALM3;CALM1	14	3	3	3
H0Y7Q2;Q96JG6-3;Q96JG6	H0Y7Q2;Q96JG6-3;Q96JG6	1;1;1	1;1;1	1;1;1	Coiled-coil domain-containing protein 132	CCDC132	3	1	1	1
H0Y7W6	H0Y7W6	37	1	1	NA	FNBP1	1	37	1	1
H0Y8R3;Q5QPV1;Q06330-3;Q06330-2;Q06330-5;Q06330-4;Q06330-6;Q06330-7;Q06330;Q9UBG7	H0Y8R3;Q5QPV1;Q06330-3;Q06330-2;Q06330-5;Q06330-4;Q06330-6;Q06330-7;Q06330;Q9UBG7	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	Recombining binding protein suppressor of hairless;Recombining binding protein suppressor of hairless-like protein	RBPJ;RBPJL	10	1	1	1
H0Y8X4;O43598;O43598-2	H0Y8X4;O43598;O43598-2	7;7;6	7;7;6	7;7;6	2-deoxynucleoside 5-phosphate N-hydrolase 1	DNPH1	3	7	7	7
H0Y9I9	H0Y9I9	2	1	1	NA	SKP2	1	2	1	1
H0Y9K2;Q13535-2;Q13535-3;Q13535;H0Y8R8;H0Y8Y6	H0Y9K2;Q13535-2;Q13535-3;Q13535	3;3;3;3;1;1	3;3;3;3;1;1	3;3;3;3;1;1	Serine/threonine-protein kinase ATR	ATR	6	3	3	3
H0Y9S9;K7ENU7	H0Y9S9;K7ENU7	10;5	2;2	2;2	NA	PPIP5K2	2	10	2	2
H0Y9T5;Q8IU60-2;Q8IU60	H0Y9T5;Q8IU60-2;Q8IU60	3;3;3	3;3;3	3;3;3	m7GpppN-mRNA hydrolase	DCP2	3	3	3	3
H0Y9U4;Q9H6L5-2;Q9H6L5	H0Y9U4;Q9H6L5-2;Q9H6L5	1;1;1	1;1;1	1;1;1	Protein FAM134B	FAM134B	3	1	1	1
H0Y9X1;Q96EY4;D6RA57;D6RE67;D6RC31	H0Y9X1;Q96EY4;D6RA57	6;6;4;2;2	6;6;4;2;2	6;6;4;2;2	Translation machinery-associated protein 16	TMA16	5	6	6	6
